year,name,model,transmission,km,ownership,fuel,registeration,price
2021,Maruti,Maruti Swift VXI,Manual,3535,1st,Petrol,KA,730599
2011,Volkswagen,Volkswagen Polo COMFORTLINE 1.2L PETROL,Manual,72527,1st,Petrol,KA,445999
2010,Hyundai,Hyundai i10 SPORTZ 1.2,Manual,76280,1st,Petrol,KA,304999
2011,Maruti,Maruti Swift Dzire ZDI,Manual,47360,1st,Diesel,KA,475749
2011,Maruti,Maruti Swift ZXI,Manual,59899,2nd,Petrol,KA,460099
2021,Renault,Renault Kwid 1.0 CLIMBER OPT,Manual,4322,1st,Petrol,KA,674899
2011,Hyundai,Hyundai i10 SPORTZ 1.2 KAPPA2,Manual,29450,2nd,Petrol,KA,327099
2020,Renault,Renault Duster RXS 106 PS MT,Manual,14556,1st,Petrol,KA,999599
2012,Maruti,Maruti Swift Dzire VDI,Manual,57766,1st,Diesel,KA,459999
2021,Maruti,Maruti S PRESSO VXI (O) CNG,Manual,3507,1st,Petrol + CNG,KA,687699
2020,Skoda,Skoda Rapid ACTIVE 1.0 TSI,Manual,3321,1st,Petrol,KA,956599
2021,Maruti,Maruti Swift ZXI + AMT,Automatic,15773,2nd,Petrol,KA,899599
2010,Maruti,Maruti Ritz VXI,Manual,75030,1st,Petrol,KA,349799
2011,Maruti,Maruti Ritz VXI,Manual,100162,1st,Petrol,KA,374599
2020,KIA,KIA SELTOS 1.5 GTX+ AT,Automatic,10427,1st,Diesel,KA,1997699
2020,Honda,Honda City V MT PETROL,Manual,14829,1st,Petrol,KA,1048099
2010,Maruti,Maruti Swift VXI,Manual,68006,1st,Petrol,KA,370499
2011,Maruti,Maruti Swift VXI,Manual,51767,2nd,Petrol,KA,358899
2021,Maruti,Maruti Swift ZXI,Manual,9428,1st,Petrol,KA,837199
2016,Maruti,Maruti Swift Dzire ZDI AMT,Automatic,96296,1st,Diesel,KA,684299
2011,Hyundai,Hyundai i10 SPORTZ 1.2 AT KAPPA2,Automatic,61387,1st,Petrol,KA,370499
2021,Maruti,Maruti New  Wagon-R VXI (O) 1.2L,Manual,5088,1st,Petrol,KA,652799
2018,Mahindra,Mahindra XUV500 W7 FWD,Manual,24117,1st,Diesel,KA,1491799
2019,Maruti,Maruti Celerio VXI,Manual,13168,1st,Petrol,KA,526399
2010,Hyundai,Hyundai i10 SPORTZ 1.2,Manual,60437,1st,Petrol,KA,317699
2011,Hyundai,Hyundai Santro Xing GLS,Manual,91282,1st,Petrol,KA,276999
2022,Honda,Honda City ZX CVT,Automatic,337,1st,Petrol,KA,1765799
2015,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,31131,2nd,Petrol,HR,552199
2019,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2126,1st,Petrol,KA,648599
2018,Volkswagen,Volkswagen Polo Trendline 1.0 L Petrol,Manual,35625,1st,Petrol,KA,612899
2013,Maruti,Maruti Ritz VXI,Manual,39615,1st,Petrol,KA,443399
2012,Hyundai,Hyundai i10 MAGNA 1.1 IRDE2,Manual,43299,2nd,Petrol,KA,304999
2020,Maruti,Maruti New  Wagon-R ZXI 1.2,Manual,11322,1st,Petrol,KA,648599
2011,Hyundai,Hyundai i10 MAGNA 1.2,Manual,65698,1st,Petrol,KA,294999
2016,Datsun,Datsun Go T,Manual,20216,1st,Petrol,KA,322899
2012,Hyundai,Hyundai Eon D LITE PLUS,Manual,38933,1st,Petrol,KA,271699
2014,Maruti,Maruti Swift Dzire VXI,Manual,45108,2nd,Petrol,KA,563799
2020,Hyundai,Hyundai GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,3892,1st,Petrol,KA,784399
2021,Maruti,Maruti Alto VXI PLUS,Manual,1076,1st,Petrol,KA,467499
2010,Maruti,Maruti Ritz ZXI,Manual,27355,2nd,Petrol,KA,371399
2019,Hyundai,Hyundai Grand i10 MAGNA 1.2 VTVT,Manual,4190,1st,Petrol,KA,597999
2012,Maruti,Maruti A Star VXI ABS AT,Automatic,40936,3rd,Petrol,KA,326999
2020,Maruti,Maruti Swift ZXI AMT,Automatic,15493,2nd,Petrol,KA,779399
2010,Maruti,Maruti Ritz VXI,Manual,41714,2nd,Petrol,KA,344299
2020,KIA,KIA SELTOS HTX 1.5 DIESEL,Manual,61215,1st,Diesel,KA,1376999
2010,Hyundai,Hyundai i10 SPORTZ 1.2,Manual,95482,1st,Petrol,KA,296599
2016,Volkswagen,Volkswagen Vento HIGHLINE 1.2 TSI AT,Automatic,41836,2nd,Petrol,KA,856999
2019,Ford,Ford Ecosport 1.5 TDCI TITANIUM PLUS,Manual,12652,1st,Diesel,KA,1107099
2020,Tata,Tata Tiago XZ+ 1.2 Revotron,Manual,9445,2nd,Petrol,KA,682599
2013,Maruti,Maruti Swift Dzire ZXI 1.2 BS IV,Manual,46669,1st,Petrol,KA,542699
2019,Mahindra,Mahindra XUV500 W7 FWD,Manual,39818,1st,Diesel,KA,1435999
2012,Toyota,Toyota Corolla Altis J,Manual,75425,2nd,Petrol,KA,499799
2017,Maruti,Maruti Ciaz S 1.3 SHVS,Manual,31425,1st,Diesel,KA,914699
2020,Hyundai,Hyundai VENUE S MT Turbo GDI 1.0L,Manual,19094,1st,Petrol,KA,901599
2010,Hyundai,Hyundai i20 MAGNA O 1.2,Manual,56929,2nd,Petrol,KA,351699
2010,Maruti,Maruti Wagon R LXI,Manual,51755,2nd,Petrol,KA,273099
2018,Volkswagen,Volkswagen Polo COMFORTLINE 1.0 PETROL,Manual,16552,2nd,Petrol,KA,701799
2010,Maruti,Maruti Wagon R LXI,Manual,59347,2nd,Petrol,KA,265099
2018,Maruti,Maruti Swift VDI,Manual,30388,2nd,Diesel,KA,724699
2021,Maruti,Maruti New  Wagon-R VXI 1.0,Manual,12970,1st,Petrol,KA,601799
2015,Hyundai,Hyundai i10 MAGNA 1.1 IRDE2,Manual,27578,2nd,Petrol,KA,381899
2021,Maruti,Maruti Vitara Brezza VXI,Manual,12555,1st,Petrol,KA,1052699
2015,Maruti,Maruti Swift Dzire ZDI,Manual,37712,1st,Diesel,KA,725399
2021,Maruti,Maruti Swift ZXI,Manual,10263,1st,Petrol,KA,796499
2012,Maruti,Maruti Swift VXI,Manual,85438,1st,Petrol,KA,469699
2021,Hyundai,Hyundai VENUE S MT 1.2 KAPPA,Manual,13994,1st,Petrol,KA,885099
2020,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,1861,1st,Petrol,KA,616899
2013,Toyota,Toyota Etios Liva G SP,Manual,65941,1st,Petrol,KA,499399
2020,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,7842,2nd,Petrol,KA,485399
2020,Hyundai,Hyundai Creta E,Manual,24097,1st,Diesel,KA,1257299
2012,Maruti,Maruti Swift VDI,Manual,97425,1st,Diesel,KA,437399
2021,Volkswagen,Volkswagen Polo HIGH LINE PLUS 1.0,Manual,13623,1st,Petrol,KA,1007299
2013,Maruti,Maruti Ritz ZDI,Manual,85563,2nd,Diesel,KA,452999
2021,Maruti,Maruti Swift ZXI,Manual,39085,1st,Petrol,KA,765199
2014,Ford,Ford Ecosport 1.5TITANIUM TDCI,Manual,54753,2nd,Diesel,KA,626399
2022,Hyundai,Hyundai Creta 1.5 SX (O),Manual,9548,1st,Diesel,KA,1926799
2016,Maruti,Maruti Swift Dzire ZXI 1.2 BS IV,Manual,61599,1st,Petrol,KA,650999
2014,Renault,Renault Pulse RX Z DIESEL,Manual,77064,2nd,Diesel,KA,396099
2015,Honda,Honda Brio 1.2 S MT I VTEC,Manual,45914,1st,Petrol,KA,459599
2019,Renault,Renault Duster RXS 85 PS,Manual,22797,1st,Diesel,KA,1046299
2021,Hyundai,Hyundai GRAND I10 NIOS SPORTZ PETROL,Manual,2135,1st,Petrol,KA,753999
2016,Renault,Renault Pulse RX L PETROL,Manual,41003,1st,Petrol,KA,437799
2011,Hyundai,Hyundai Verna FLUIDIC 1.6 SX VTVT,Manual,94946,2nd,Petrol,KA,486699
2013,Maruti,Maruti Ritz VXI,Manual,66671,1st,Petrol,KA,411599
2012,Maruti,Maruti Alto K10 VXI,Manual,30579,1st,Petrol,KA,309999
2013,Hyundai,Hyundai Santro Xing GLS,Manual,97063,2nd,Petrol,KA,278199
2013,Renault,Renault Duster 85 PS RXL,Manual,80347,1st,Diesel,MH,541199
2016,Hyundai,Hyundai Creta 1.6 SX CRDI,Manual,37490,1st,Diesel,KA,1176299
2018,Mahindra,Mahindra XUV500 W11 (O),Manual,41028,1st,Diesel,KA,1757699
2011,Hyundai,Hyundai i20 MAGNA O 1.2,Manual,65247,3rd,Petrol,KA,338499
2016,Hyundai,Hyundai Creta 1.6 CRDI SX PLUS AUTO,Automatic,33615,2nd,Diesel,KA,1193999
2016,Maruti,Maruti Swift Dzire VDI ABS,Manual,94477,1st,Diesel,KA,645599
2011,Hyundai,Hyundai i20 MAGNA O 1.2,Manual,62119,2nd,Petrol,KA,365399
2018,Maruti,Maruti Celerio ZXI AMT,Automatic,16726,2nd,Petrol,KA,534099
2012,Hyundai,Hyundai i10 SPORTZ 1.2 KAPPA2,Manual,69922,1st,Petrol,KA,361499
2015,Maruti,Maruti Swift VXI,Manual,32667,1st,Petrol,KA,529499
2019,Tata,Tata NEXON XZ+ 1.5,Manual,11485,1st,Diesel,KA,1080999
2021,Maruti,Maruti Eeco 7 STR,Manual,6852,1st,Petrol,KA,539299
2016,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,42917,1st,Petrol,KA,600299
2011,Hyundai,Hyundai i10 SPORTZ 1.2 KAPPA2,Manual,44721,2nd,Petrol,KA,333999
2015,Honda,Honda Amaze 1.2 EMT I VTEC,Manual,44420,1st,Petrol,KA,486599
2015,Hyundai,Hyundai Grand i10 MAGNA 1.2 VTVT,Manual,20854,2nd,Petrol,KA,456099
2016,Mahindra,Mahindra XUV500 W8 FWD AT,Automatic,51926,2nd,Diesel,KA,1135299
2021,Maruti,Maruti Eeco 5 STR WITH AC PLUSHTR,Manual,7301,1st,Petrol,KA,548199
2017,Maruti,Maruti Swift VXI,Manual,20367,1st,Petrol,KA,642799
2019,KIA,KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,Automatic,11689,1st,Petrol,KA,1693099
2019,Maruti,Maruti Swift ZDI plus AMT,Automatic,61716,1st,Diesel,KA,860499
2016,Renault,Renault Kwid RXL,Manual,40056,1st,Petrol,KA,334999
2015,Volkswagen,Volkswagen Polo HIGHLINE1.2L PETROL,Manual,92471,2nd,Petrol,KA,568699
2010,Hyundai,Hyundai i20 SPORTZ 1.2 O,Manual,78373,2nd,Petrol,KA,337499
2020,Hyundai,Hyundai Elite i20 1.2 SPORTS PLUS VTVT,Manual,22162,2nd,Petrol,KA,773899
2012,Skoda,Skoda Rapid ELEGANCE 1.6 MPFI MT,Manual,49860,2nd,Petrol,KA,495999
2019,Tata,Tata Tiago XZ 1.2 REVOTRON,Manual,14792,1st,Petrol,KA,542299
2015,Mahindra,Mahindra XUV500 W6 4X2,Manual,77205,1st,Diesel,KA,1096699
2018,Maruti,Maruti Celerio VXI AMT,Automatic,27802,2nd,Petrol,KA,504699
2020,KIA,KIA SELTOS HTK PLUS 1.5 PETROL,Manual,23155,1st,Petrol,KA,1246949
2012,Hyundai,Hyundai Eon ERA PLUS,Manual,58741,1st,Petrol,KA,271499
2018,Renault,Renault Kwid RXL,Manual,18655,2nd,Petrol,KA,383999
2021,Maruti,Maruti Eeco 7 STR,Manual,15946,1st,Petrol,KA,551799
2019,Maruti,Maruti Swift VXI AMT,Automatic,17248,1st,Petrol,KA,743099
2014,Maruti,Maruti Swift Dzire VXI,Manual,50960,1st,Petrol,KA,548799
2017,Maruti,Maruti Vitara Brezza ZDI,Manual,36290,2nd,Diesel,KA,885899
2015,Maruti,Maruti Swift VXI,Manual,46418,2nd,Petrol,KA,497199
2019,Tata,Tata Tiago XZ+ 1.2 Revotron,Manual,18177,1st,Petrol,KA,604799
2016,Maruti,Maruti Swift VXI,Manual,39723,1st,Petrol,KA,552099
2019,Mahindra,Mahindra XUV500 W9,Manual,66299,1st,Diesel,KA,1494799
2012,Hyundai,Hyundai i10 SPORTZ 1.2 KAPPA2,Manual,54774,1st,Petrol,KA,374599
2011,Hyundai,Hyundai i10 MAGNA 1.2 KAPPA2,Manual,54196,1st,Petrol,KA,329099
2021,Renault,Renault TRIBER RXZ AT,Automatic,5948,2nd,Petrol,KA,821399
2019,Tata,Tata Tiago XT 1.2 REVOTRON,Manual,14752,2nd,Petrol,KA,527699
2015,Hyundai,Hyundai Eon MAGNA PLUS,Manual,16902,1st,Petrol,KA,340899
2012,Honda,Honda City V MT PETROL,Manual,59732,2nd,Petrol,KA,515699
2019,Hyundai,Hyundai Creta 1.6 SX (O) VTVT,Manual,17949,1st,Petrol,KA,1416299
2020,Honda,Honda City ZX CVT,Automatic,13296,2nd,Petrol,KA,1349799
2010,Hyundai,Hyundai i10 SPORTZ 1.2 AT,Automatic,80684,2nd,Petrol,KA,310999
2012,Hyundai,Hyundai Eon MAGNA PLUS,Manual,64391,2nd,Petrol,KA,276499
2019,Renault,Renault Kwid 1.0 CLIMBER OPT,Manual,15965,2nd,Petrol,KA,439499
2020,Hyundai,Hyundai Elite i20 1.2 SPORTS PLUS VTVT,Manual,15509,2nd,Petrol,KA,826399
2012,Honda,Honda Brio 1.2 S MT I VTEC,Manual,69253,1st,Petrol,KA,371099
2020,Renault,Renault TRIBER 1.0 RXT,Manual,14205,1st,Petrol,KA,715799
2015,Volkswagen,Volkswagen Polo HIGHLINE1.2L PETROL,Manual,56312,1st,Petrol,KA,651799
2015,Maruti,Maruti Celerio VXI AMT,Automatic,46601,2nd,Petrol,KA,453799
2021,Tata,Tata ALTROZ XZ 1.2,Manual,5854,1st,Petrol,KA,887399
2016,Maruti,Maruti Celerio ZXI AMT,Automatic,53135,1st,Petrol,KA,484199
2017,Toyota,Toyota Etios Liva VX DUAL TONE,Manual,33893,3rd,Petrol,KA,589699
2018,Maruti,Maruti Swift ZDI AMT,Automatic,87414,1st,Diesel,KA,757899
2013,Maruti,Maruti Swift VDI,Manual,48017,2nd,Diesel,KA,484399
2021,Maruti,Maruti Eeco 7 STR,Manual,17660,1st,Petrol,KA,536799
2017,Datsun,Datsun Go T(O),Manual,34836,2nd,Petrol,KA,311499
2017,Renault,Renault Duster RXZ 85 PS DIESEL,Manual,33220,1st,Diesel,KA,1022099
2015,Maruti,Maruti Swift VXI,Manual,42708,1st,Petrol,KA,523199
2012,Honda,Honda Brio 1.2 S (O) MT IVTEC,Manual,37409,2nd,Petrol,KA,379299
2013,Maruti,Maruti Alto 800 VXI,Manual,75267,1st,Petrol,KA,286699
2019,Honda,Honda Amaze 1.2 VX CVT I VTEC,Automatic,20620,2nd,Petrol,KA,846579
2015,Honda,Honda Amaze 1.2 SMT I VTEC,Manual,34051,1st,Petrol,KA,513699
2014,Skoda,Skoda Rapid ELEGANCE 1.6 TDI MT,Manual,50996,1st,Diesel,KA,517499
2016,Maruti,Maruti Swift VXI,Manual,31126,2nd,Petrol,KA,552599
2014,Mahindra,Mahindra Scorpio S10,Manual,79924,2nd,Diesel,KA,989299
2018,Volkswagen,Volkswagen Polo COMFORTLINE 1.0 PETROL,Manual,64517,1st,Petrol,KA,649899
2018,Maruti,Maruti Alto K10 VXI,Manual,6338,1st,Petrol,KA,441299
2018,Mahindra,Mahindra XUV500 W7 FWD,Manual,43791,1st,Diesel,KA,1328999
2014,Maruti,Maruti Swift ZDI,Manual,71013,1st,Diesel,KA,658399
2015,Maruti,Maruti Wagon R 1.0 VXI,Manual,21575,1st,Petrol,KA,427299
2014,Honda,Honda Amaze 1.2 VXMT I VTEC,Manual,76347,2nd,Petrol,KA,474999
2013,Maruti,Maruti Swift Dzire ZXI 1.2 BS IV,Manual,84755,2nd,Petrol,KA,545299
2016,Renault,Renault Kwid RXT Opt,Manual,17147,1st,Petrol,KA,378299
2016,Renault,Renault Kwid RXT Opt,Manual,23698,1st,Petrol,KA,367999
2016,Hyundai,Hyundai Creta 1.6 E + VTVT,Manual,83706,2nd,Petrol,KA,813599
2012,Maruti,Maruti Ritz VXI,Manual,55601,1st,Petrol,KA,364699
2018,Maruti,Maruti Vitara Brezza ZDI + AMT,Automatic,32904,2nd,Diesel,KA,1025149
2013,Maruti,Maruti Swift ZDI,Manual,52412,1st,Diesel,KA,580799
2018,Tata,Tata NEXON XZ+ 1.5 Dual Tone,Manual,32961,1st,Diesel,KA,1031199
2014,Maruti,Maruti Swift VXI,Manual,51228,1st,Petrol,KA,496599
2015,Maruti,Maruti Celerio ZXI AMT,Automatic,60581,1st,Petrol,KA,449099
2022,Maruti,Maruti IGNIS SIGMA 1.2 K12,Manual,319,1st,Petrol,KA,620699
2017,Maruti,Maruti Swift VXI OPT,Manual,12859,1st,Petrol,KA,697099
2015,Maruti,Maruti Swift VDI ABS,Manual,92960,2nd,Diesel,KA,560099
2019,Hyundai,Hyundai Creta 1.6 SX VTVT (O) EXECUTIVE,Manual,12651,2nd,Petrol,KA,1351499
2014,Maruti,Maruti Swift ZXI,Manual,40504,1st,Petrol,KA,597999
2011,Maruti,Maruti Wagon R 1.0 LXI,Manual,80941,1st,Petrol,KA,291499
2012,Maruti,Maruti Wagon R 1.0 VXI,Manual,67318,3rd,Petrol,KA,292699
2015,Hyundai,Hyundai Eon MAGNA PLUS,Manual,36724,1st,Petrol,HR,294399
2013,Maruti,Maruti Alto K10 VXI,Manual,62441,2nd,Petrol,KA,277299
2020,Hyundai,Hyundai Elite i20 1.2 SPORTS PLUS VTVT,Manual,30960,1st,Petrol,KA,838699
2020,KIA,KIA SELTOS GTX 1.4 GDI PETROL,Manual,12464,1st,Petrol,KA,1707699
2015,Maruti,Maruti Swift VXI,Manual,41053,1st,Petrol,KA,524699
2015,Ford,Ford Ecosport 1.5 TITANIUM TI VCT AT,Automatic,50037,2nd,Petrol,KA,715599
2018,Maruti,Maruti Baleno ZETA 1.2 K12,Manual,11467,1st,Petrol,KA,731399
2014,Hyundai,Hyundai Eon D LITE PLUS,Manual,67334,1st,Petrol,KA,286999
2012,Maruti,Maruti Alto K10 VXI,Manual,43282,1st,Petrol,KA,293599
2021,Hyundai,Hyundai Creta 1.5 SX (O) AT,Automatic,8087,1st,Petrol,KA,1744799
2015,Hyundai,Hyundai Verna FLUIDIC 1.6 VTVT S,Manual,21560,1st,Petrol,KA,713399
2018,Hyundai,Hyundai Eon SPORTZ,Manual,13842,2nd,Petrol,KA,416599
2013,Maruti,Maruti Swift Dzire ZDI,Manual,86892,1st,Diesel,KA,560599
2018,Honda,Honda Amaze 1.2 V CVT I VTEC,Automatic,10392,1st,Petrol,KA,816899
2019,Maruti,Maruti New  Wagon-R VXI 1.0,Manual,28450,2nd,Petrol,KA,535399
2015,Honda,Honda Jazz 1.2 VX I-VTECH,Manual,36582,2nd,Petrol,KA,631799
2011,Maruti,Maruti Swift VDI ABS,Manual,90834,2nd,Diesel,KA,369299
2019,Renault,Renault TRIBER 1.0 RXZ,Manual,22123,1st,Petrol,KA,719299
2016,Hyundai,Hyundai Elite i20 SPORTZ 1.2,Manual,27789,1st,Petrol,KA,633399
2012,Hyundai,Hyundai Eon MAGNA,Manual,96449,3rd,Petrol,KA,276099
2021,MG,MG HECTOR SHARP DCT PETROL,Automatic,10284,1st,Petrol,KA,1796499
2013,Maruti,Maruti Alto 800 LXI,Manual,33700,1st,Petrol,KA,314099
2014,Hyundai,Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,34871,1st,Petrol,KA,460699
2013,Maruti,Maruti Alto 800 LXI,Manual,30618,1st,Petrol,KA,325299
2014,Maruti,Maruti Swift ZXI,Manual,66640,1st,Petrol,KA,582399
2020,Renault,Renault TRIBER 1.0 RXT,Manual,21306,1st,Petrol,KA,688699
2016,Tata,Tata Tiago XZ 1.2 REVOTRON,Manual,52529,1st,Petrol,KA,497099
2018,Maruti,Maruti Swift ZXI AMT,Automatic,52203,2nd,Petrol,KA,702199
2013,Maruti,Maruti Swift VDI,Manual,69201,2nd,Diesel,KA,486799
2019,KIA,KIA SELTOS GTX 1.4 GDI PETROL,Manual,18541,1st,Petrol,KA,1593199
2015,Maruti,Maruti Ritz VXI,Manual,57109,1st,Petrol,KA,468499
2017,Maruti,Maruti Dzire ZDI Plus AMT,Automatic,81130,2nd,Diesel,KA,743399
2015,Hyundai,Hyundai Elite i20 ASTA 1.2,Manual,32587,2nd,Petrol,KA,662899
2015,Hyundai,Hyundai Verna FLUIDIC 1.4 VTVT,Manual,23313,1st,Petrol,KA,633399
2013,Maruti,Maruti Alto 800 LXI,Manual,70861,2nd,Petrol,KA,289299
2017,Mahindra,Mahindra XUV500 W6 4X2,Manual,60108,2nd,Diesel,KA,1208999
2016,Tata,Tata Tiago XZ 1.2 REVOTRON,Manual,30454,1st,Petrol,KA,511399
2015,Maruti,Maruti Swift ZXI,Manual,98094,2nd,Petrol,KA,534199
2018,Mahindra,Mahindra XUV500 W7 FWD,Manual,51299,1st,Diesel,KA,1323199
2011,Maruti,Maruti Wagon R 1.0 VXI,Manual,72850,1st,Petrol,KA,331899
2021,Tata,Tata Harrier XZ+ DARK EDITION,Manual,26603,1st,Diesel,KA,2028299
2019,Renault,Renault Kwid 1.0 RXT Opt AT,Automatic,9448,1st,Petrol,KA,546499
2019,Hyundai,Hyundai Creta 1.6 VTVT SX AUTO,Automatic,27139,1st,Petrol,KA,1409649
2018,Maruti,Maruti Swift ZXI AMT,Automatic,17992,1st,Petrol,KA,790899
2013,Maruti,Maruti Alto K10 VXI,Manual,61994,2nd,Petrol,KA,287699
2016,Hyundai,Hyundai Creta 1.6 E + VTVT,Manual,44322,2nd,Petrol,KA,914099
2016,Tata,Tata Tiago XZ 1.2 REVOTRON,Manual,97077,1st,Petrol,KA,483799
2020,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,13381,1st,Petrol,KA,620699
2016,Maruti,Maruti Vitara Brezza ZDI PLUS DUAL TONE,Manual,82895,1st,Diesel,KA,866699
2017,Maruti,Maruti Wagon R 1.0 VXI,Manual,11785,2nd,Petrol,KA,444699
2010,Honda,Honda Jazz 1.2 BASE I VTEC,Manual,86713,2nd,Petrol,KA,328599
2021,Hyundai,Hyundai Creta 1.5 SX (O) AT,Automatic,15610,1st,Petrol,KA,1721899
2018,Maruti,Maruti Swift VXI,Manual,23159,1st,Petrol,KA,655999
2019,KIA,KIA SELTOS GTX + AT PETROL,Automatic,19414,1st,Petrol,KA,1882999
2016,Hyundai,Hyundai Creta 1.4 S CRDI,Manual,78165,2nd,Diesel,KA,951399
2019,Maruti,Maruti New  Wagon-R VXI 1.2L,Manual,33369,2nd,Petrol,KA,529299
2016,Maruti,Maruti Celerio ZXI AMT,Automatic,89986,1st,Petrol,KA,460399
2019,Hyundai,Hyundai NEW SANTRO 1.1 SPORTS AMT,Automatic,12126,1st,Petrol,KA,581299
2016,Datsun,Datsun Redi Go T (O),Manual,59857,1st,Petrol,KA,277699
2017,Maruti,Maruti Alto 800 LXI,Manual,15568,2nd,Petrol,KA,321999
2016,Maruti,Maruti Celerio VXI (O) AMT,Automatic,54290,1st,Petrol,KA,520199
2016,Honda,Honda City V MT PETROL,Manual,85026,2nd,Petrol,KA,657699
2018,Hyundai,Hyundai Creta 1.6 E + VTVT,Manual,19535,1st,Petrol,KA,1035199
2018,Maruti,Maruti Vitara Brezza ZDI + AMT,Automatic,38592,2nd,Diesel,KA,1020099
2013,Maruti,Maruti Alto 800 LXI,Manual,58238,2nd,Petrol,KA,287899
2018,Hyundai,Hyundai Creta 1.6 SX PLUS AUTO PETROL,Automatic,24880,1st,Petrol,KA,1278399
2010,Maruti,Maruti Wagon R 1.0 VXI,Manual,73357,2nd,Petrol,KA,311799
2015,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,16975,1st,Petrol,KA,564599
2017,Maruti,Maruti Swift VXI OPT,Manual,64300,1st,Petrol,KA,599799
2015,Maruti,Maruti Celerio VXI AMT,Automatic,41383,2nd,Petrol + CNG,KA,425899
2019,Renault,Renault Duster RXS 85 PS,Manual,49101,1st,Diesel,KA,981399
2019,Ford,Ford Ecosport 1.5 TREND TI VCT,Manual,27772,1st,Petrol,KA,813999
2020,Hyundai,Hyundai NEW SANTRO 1.1 ERA EXICUTIVE,Manual,7399,1st,Petrol,KA,554099
2019,Ford,Ford Ecosport 1.5 TDCI TITANIUM PLUS,Manual,30038,1st,Diesel,KA,1115199
2020,Hyundai,Hyundai GRAND I10 NIOS SPORTZ PETROL,Manual,7680,1st,Petrol,KA,712299
2018,Mahindra,Mahindra XUV500 W11 FWD,Manual,89232,1st,Diesel,KA,1518099
2019,Hyundai,Hyundai Elite i20 ASTA 1.2 (O),Manual,16188,1st,Petrol,KA,856799
2014,Hyundai,Hyundai Elite i20 MAGNA 1.2,Manual,30747,1st,Petrol,KA,582899
2015,Honda,Honda Amaze 1.2 SMT I VTEC,Manual,36295,2nd,Petrol,KA,466999
2017,Maruti,Maruti Swift ZDI,Manual,63007,1st,Diesel,KA,736999
2017,Honda,Honda Brio 1.2 VX MT I VTEC,Manual,30699,1st,Petrol,KA,550899
2017,Hyundai,Hyundai Verna FLUIDIC 1.6 SX VTVT,Manual,33094,2nd,Petrol,KA,716299
2016,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,18219,1st,Petrol,KA,540499
2018,Hyundai,Hyundai Grand i10 ASTA 1.2 VTVT,Manual,9631,1st,Petrol,KA,657399
2019,Maruti,Maruti Celerio VXI AMT,Automatic,51798,1st,Petrol,KA,519699
2016,Hyundai,Hyundai Creta 1.6 CRDI SX PLUS AUTO,Automatic,65034,2nd,Diesel,KA,1105499
2018,Honda,Honda WR-V 1.5 i-DTEC VX MT,Manual,49995,1st,Diesel,KA,885899
2015,Maruti,Maruti Ciaz ZDI+ SHVS,Manual,86697,1st,Diesel,KA,690899
2021,MG,MG HECTOR SHARP HYBIRD PETROL MT,Manual,7258,1st,Petrol,KA,1789099
2019,Tata,Tata NEXON XM 1.2,Manual,37154,1st,Petrol,KA,784499
2019,Hyundai,Hyundai New Elantra 1.6 SX MT,Manual,25472,2nd,Diesel,KA,1453149
2016,Renault,Renault Duster RXS 85 PS,Manual,56140,1st,Diesel,KA,878199
2018,Maruti,Maruti Wagon R 1.0 VXI,Manual,24077,2nd,Petrol,KA,477099
2013,Maruti,Maruti Alto K10 VXI,Manual,57782,3rd,Petrol,KA,252899
2016,Hyundai,Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,18718,3rd,Petrol,KA,504099
2019,Honda,Honda Jazz 1.2 VX AT,Automatic,6724,1st,Petrol,KA,962699
2015,Honda,Honda Jazz 1.2 V MT,Manual,26129,2nd,Petrol,KA,567699
2018,Hyundai,Hyundai Eon MAGNA PLUS,Manual,13890,2nd,Petrol,KA,402499
2021,Toyota,Toyota Glanza G MT PETROL,Manual,4993,1st,Petrol,KA,913499
2019,Hyundai,Hyundai GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,27194,1st,Petrol,KA,723999
2016,Renault,Renault Duster RXZ 85 PS DIESEL,Manual,53436,1st,Diesel,KA,827899
2017,Maruti,Maruti Swift VXI OPT,Manual,61408,1st,Petrol,KA,645499
2018,Renault,Renault Duster RXS CVT 106 PS,Automatic,13448,3rd,Petrol,KA,907099
2014,Hyundai,Hyundai Eon SPORTZ,Manual,56153,2nd,Petrol,KA,348899
2019,Maruti,Maruti Baleno ALPHA DDIS 190,Manual,31323,1st,Diesel,KA,852899
2014,Maruti,Maruti Alto K10 VXI,Manual,23981,1st,Petrol,KA,316599
